,q0001,q0002,q0009,q0025,q0026,q0028,q0029,q0030
1184,Somewhat masculine,Not at all important,employed,False,not_straight,not_white,high_school,midwest
1185,Somewhat masculine,Somewhat important,employed,True,straight,white,high_school,northeast
1186,Very masculine,Very important,not_employed,True,straight,white,high_school,west
1187,Somewhat masculine,Very important,employed,False,straight,not_white,college_graduate,northeast
1188,Somewhat masculine,Somewhat important,not_employed,False,straight,white,high_school,southeast
1189,Somewhat masculine,Not too important,employed,True,straight,white,college_graduate,northeast
1190,Very masculine,Not too important,employed,True,straight,white,graduate,southeast
1191,Very masculine,Not too important,employed,True,straight,white,high_school,northeast
1192,Somewhat masculine,Somewhat important,employed,False,straight,white,graduate,west
1193,Very masculine,Somewhat important,not_employed,False,straight,white,college_graduate,northeast
1194,Somewhat masculine,Somewhat important,not_employed,False,straight,white,high_school,southwest
1195,Somewhat masculine,Somewhat important,employed,False,straight,white,college_graduate,midwest
1196,Somewhat masculine,Somewhat important,employed,True,straight,white,college_graduate,midwest
1197,Somewhat masculine,Not too important,employed,True,straight,white,graduate,northeast
1198,Somewhat masculine,Somewhat important,employed,True,straight,white,graduate,northeast
1199,Somewhat masculine,Not too important,employed,False,straight,white,high_school,northeast
1200,Very masculine,Somewhat important,employed,True,straight,white,high_school,southwest
1201,Not very masculine,Not at all important,employed,True,not_straight,white,graduate,midwest
1202,Very masculine,Not too important,employed,True,straight,white,high_school,southwest
1203,Not very masculine,Not too important,employed,True,straight,white,college_graduate,northeast
1204,Somewhat masculine,Somewhat important,employed,True,straight,not_white,high_school,west
1205,Somewhat masculine,Somewhat important,not_employed,True,straight,white,college_graduate,southeast
1206,Somewhat masculine,Not at all important,not_employed,False,not_straight,not_white,college_graduate,northeast
1207,Somewhat masculine,Somewhat important,not_employed,True,straight,not_white,high_school,southwest
1208,Very masculine,Very important,employed,False,straight,not_white,high_school,southwest
1209,Very masculine,Somewhat important,employed,True,straight,white,college_graduate,northeast
1210,Very masculine,Not too important,not_employed,False,not_straight,white,high_school,west
1211,Somewhat masculine,Not at all important,employed,False,straight,white,high_school,west
1212,Somewhat masculine,Not too important,employed,True,straight,white,graduate,northeast
1213,Somewhat masculine,Not too important,not_employed,False,straight,white,high_school,southeast
1214,Very masculine,Somewhat important,not_employed,False,straight,not_white,high_school,northeast
1215,Somewhat masculine,Not at all important,employed,True,straight,white,college_graduate,west
1216,Very masculine,Not at all important,not_employed,False,straight,white,college_graduate,west
1217,Very masculine,Not at all important,employed,True,straight,white,college_graduate,southeast
1218,Not very masculine,Somewhat important,employed,False,not_straight,not_white,high_school,southeast
1219,Somewhat masculine,Somewhat important,employed,True,straight,not_white,high_school,southwest
1220,Somewhat masculine,Somewhat important,not_employed,True,straight,white,high_school,southeast
1221,Somewhat masculine,Very important,not_employed,False,not_straight,white,college_graduate,northeast
1222,Very masculine,Not at all important,employed,False,straight,white,graduate,southeast
1223,Very masculine,Very important,employed,True,straight,white,graduate,southeast
1224,Very masculine,Very important,employed,True,straight,white,high_school,southeast
1225,Somewhat masculine,Very important,employed,True,straight,not_white,graduate,northeast
1226,Very masculine,Very important,not_employed,True,straight,white,high_school,midwest
1227,Somewhat masculine,Not too important,not_employed,True,straight,white,high_school,southeast
1228,Very masculine,Somewhat important,employed,True,straight,white,graduate,southwest
1229,Not at all masculine,Not at all important,not_employed,False,not_straight,not_white,college_graduate,west
1230,Very masculine,Not too important,employed,True,straight,white,college_graduate,midwest
1231,Very masculine,Not too important,employed,False,straight,white,graduate,southeast
1232,Very masculine,Not at all important,employed,False,straight,white,graduate,midwest
1233,Somewhat masculine,Somewhat important,not_employed,True,straight,white,high_school,southeast
1234,Very masculine,Somewhat important,employed,True,straight,white,high_school,west
1235,Very masculine,Very important,employed,True,straight,not_white,high_school,northeast
1236,Somewhat masculine,Not too important,not_employed,True,straight,white,high_school,west
1237,Somewhat masculine,Not at all important,employed,True,straight,not_white,college_graduate,west
1238,Not very masculine,Somewhat important,employed,True,straight,white,college_graduate,west
1239,Somewhat masculine,Somewhat important,employed,False,straight,white,college_graduate,west
1240,Somewhat masculine,Somewhat important,employed,True,straight,white,high_school,southeast
1241,Somewhat masculine,Somewhat important,employed,False,straight,white,high_school,west
1242,Not very masculine,Somewhat important,not_employed,True,straight,white,graduate,southeast
1243,Very masculine,Somewhat important,employed,False,no_answer,white,high_school,northeast
1244,Very masculine,Not at all important,employed,True,straight,white,college_graduate,northeast
1245,Very masculine,Somewhat important,employed,True,straight,white,high_school,midwest
1246,Very masculine,Very important,employed,True,straight,white,college_graduate,southeast
1247,Somewhat masculine,Somewhat important,employed,False,straight,white,high_school,northeast
1248,Somewhat masculine,Somewhat important,not_employed,False,straight,white,high_school,northeast
1249,Not very masculine,Not too important,employed,False,straight,white,graduate,southeast
1250,Somewhat masculine,Somewhat important,employed,True,straight,white,high_school,northeast
1251,Somewhat masculine,Not too important,employed,False,straight,white,high_school,midwest
1252,Very masculine,Not at all important,employed,True,straight,not_white,college_graduate,southeast
1253,Somewhat masculine,Somewhat important,employed,True,straight,white,college_graduate,southeast
1254,Somewhat masculine,Somewhat important,employed,True,straight,white,high_school,midwest
1255,Somewhat masculine,Somewhat important,employed,False,not_straight,white,college_graduate,southwest
1256,Very masculine,Not at all important,employed,True,straight,white,college_graduate,midwest
1257,Very masculine,Somewhat important,employed,False,straight,white,college_graduate,southeast
1258,Somewhat masculine,Somewhat important,employed,False,straight,white,college_graduate,northeast
1259,Very masculine,Not too important,not_employed,False,straight,white,high_school,northeast
1260,Very masculine,Not too important,employed,False,straight,white,high_school,midwest
1261,Very masculine,Not too important,employed,True,straight,white,high_school,midwest
1262,Somewhat masculine,Very important,employed,True,straight,not_white,high_school,southeast
1263,Somewhat masculine,Not too important,employed,True,straight,not_white,college_graduate,midwest
1264,Somewhat masculine,Not too important,employed,True,straight,white,college_graduate,northeast
1265,Not very masculine,Somewhat important,employed,False,straight,white,high_school,northeast
1266,Very masculine,Very important,employed,True,straight,white,high_school,southeast
1267,Somewhat masculine,Not too important,not_employed,True,straight,white,college_graduate,southeast
1268,Somewhat masculine,Not too important,employed,True,straight,white,high_school,northeast
1269,Somewhat masculine,Not too important,employed,True,straight,white,high_school,southeast
1270,Very masculine,Not at all important,employed,True,straight,white,college_graduate,southeast
1271,Somewhat masculine,Not too important,employed,False,straight,white,college_graduate,west
1272,Somewhat masculine,Not too important,employed,True,straight,white,college_graduate,northeast
1273,Not very masculine,Somewhat important,employed,True,straight,white,graduate,southeast
1274,Somewhat masculine,Very important,employed,True,straight,white,high_school,midwest
1275,Very masculine,Not too important,employed,False,straight,white,high_school,west
1276,Very masculine,Not at all important,employed,True,straight,white,college_graduate,southeast
1277,Very masculine,Very important,employed,True,straight,white,high_school,northeast
1278,Somewhat masculine,Somewhat important,employed,False,straight,white,graduate,northeast
1279,Somewhat masculine,Somewhat important,employed,False,straight,white,graduate,southeast
1280,Somewhat masculine,Somewhat important,employed,True,straight,white,college_graduate,midwest
1281,Somewhat masculine,Somewhat important,not_employed,False,no_answer,white,high_school,southwest
1282,Somewhat masculine,Somewhat important,employed,True,straight,not_white,graduate,midwest
1283,Very masculine,Very important,employed,True,no_answer,white,graduate,southwest
1284,Very masculine,Very important,employed,True,straight,not_white,high_school,southwest
1285,Very masculine,Very important,employed,True,straight,not_white,high_school,southeast
1286,Somewhat masculine,Somewhat important,not_employed,True,straight,white,high_school,southeast
1287,Somewhat masculine,Somewhat important,employed,True,straight,not_white,college_graduate,northeast
1288,No answer,No answer,employed,True,straight,not_white,college_graduate,midwest
1289,Very masculine,Somewhat important,employed,True,straight,white,high_school,midwest
1290,Somewhat masculine,Somewhat important,employed,False,straight,white,college_graduate,west
1291,Very masculine,Somewhat important,employed,True,straight,white,college_graduate,midwest
1292,Very masculine,Somewhat important,not_employed,True,straight,white,high_school,midwest
1293,Somewhat masculine,Somewhat important,employed,False,straight,white,high_school,midwest
1294,Very masculine,Somewhat important,employed,False,straight,white,graduate,northeast
1295,Somewhat masculine,Somewhat important,employed,False,straight,white,high_school,midwest
1296,Somewhat masculine,Not too important,not_employed,False,straight,white,high_school,west
1297,Not very masculine,Somewhat important,employed,True,straight,white,high_school,southeast
1298,Very masculine,Very important,not_employed,True,straight,white,college_graduate,midwest
1299,Very masculine,Not too important,employed,False,not_straight,white,high_school,midwest
1300,Very masculine,Very important,employed,False,straight,not_white,college_graduate,northeast
1301,Somewhat masculine,Not too important,employed,True,straight,white,high_school,northeast
1302,Very masculine,Very important,employed,True,straight,not_white,high_school,midwest
1303,Not very masculine,Very important,not_employed,False,no_answer,not_white,no_high_school,midwest
1304,Very masculine,Somewhat important,employed,False,straight,white,high_school,southwest
1305,Very masculine,Very important,employed,False,straight,not_white,high_school,southeast
1306,Somewhat masculine,Somewhat important,employed,False,straight,white,high_school,west
1307,Somewhat masculine,Not too important,employed,False,straight,white,high_school,west
1308,Very masculine,Somewhat important,employed,True,straight,not_white,high_school,southwest
1309,Somewhat masculine,Somewhat important,employed,True,straight,white,college_graduate,midwest
1310,Very masculine,Somewhat important,employed,True,straight,white,college_graduate,west
1311,Somewhat masculine,Somewhat important,not_employed,True,straight,white,high_school,midwest
1312,Very masculine,Very important,employed,True,straight,not_white,high_school,southeast
1313,Very masculine,Somewhat important,not_employed,True,straight,white,college_graduate,west
1314,Very masculine,Very important,employed,True,straight,white,college_graduate,southeast
1315,Not very masculine,Somewhat important,employed,False,straight,white,college_graduate,southwest
1316,Somewhat masculine,Not too important,employed,False,straight,white,college_graduate,midwest
1317,Very masculine,Very important,employed,False,straight,white,high_school,southeast
1318,Somewhat masculine,Not too important,employed,False,straight,white,college_graduate,southeast
1319,Somewhat masculine,Somewhat important,employed,True,straight,white,high_school,southeast
1320,Very masculine,Not at all important,employed,True,straight,white,high_school,northeast
1321,Very masculine,Not too important,employed,True,straight,white,high_school,midwest
1322,Very masculine,Not too important,not_employed,False,straight,not_white,high_school,southwest
1323,Very masculine,Not at all important,not_employed,True,straight,white,graduate,midwest
1324,Somewhat masculine,Not too important,not_employed,False,not_straight,white,graduate,northeast
1325,Not at all masculine,Not too important,employed,True,straight,not_white,high_school,southeast
1326,Somewhat masculine,Not too important,employed,True,straight,not_white,high_school,west
1327,Somewhat masculine,Somewhat important,employed,True,straight,white,high_school,west
1328,Very masculine,Not at all important,employed,True,straight,not_white,college_graduate,west
1329,Very masculine,Very important,employed,False,straight,white,graduate,southwest
1330,Somewhat masculine,Not too important,not_employed,False,not_straight,white,high_school,southwest
1331,Very masculine,Not too important,employed,False,straight,white,graduate,midwest
1332,Somewhat masculine,Not too important,employed,False,not_straight,white,college_graduate,northeast
1333,Somewhat masculine,Very important,not_employed,True,straight,white,college_graduate,midwest
1334,Very masculine,Somewhat important,employed,False,straight,white,college_graduate,west
1335,Very masculine,Not too important,not_employed,True,not_straight,white,high_school,northeast
1336,Very masculine,Somewhat important,employed,False,straight,white,high_school,midwest
1337,Somewhat masculine,Not too important,employed,True,straight,not_white,high_school,southeast
1338,Very masculine,Somewhat important,employed,False,straight,white,college_graduate,northeast
1339,Somewhat masculine,Somewhat important,not_employed,True,straight,white,graduate,midwest
1340,Somewhat masculine,Not too important,employed,False,straight,white,college_graduate,northeast
1341,Very masculine,Somewhat important,employed,True,straight,white,graduate,west
1342,Somewhat masculine,Not too important,not_employed,False,not_straight,white,high_school,west
1343,Somewhat masculine,Somewhat important,employed,True,straight,white,college_graduate,southeast
1344,Very masculine,Somewhat important,not_employed,True,straight,not_white,college_graduate,northeast
1345,Somewhat masculine,Not too important,not_employed,False,straight,white,college_graduate,southeast
1346,No answer,No answer,not_employed,True,straight,white,high_school,west
1347,No answer,No answer,no_answer,False,no_answer,not_white,college_graduate,midwest
1348,Somewhat masculine,Very important,employed,False,not_straight,not_white,college_graduate,northeast
1349,Very masculine,Somewhat important,not_employed,True,straight,white,graduate,southeast
1350,Very masculine,Not at all important,employed,True,straight,not_white,high_school,southwest
1351,Somewhat masculine,Somewhat important,employed,True,straight,not_white,high_school,southwest
1352,Somewhat masculine,Not too important,employed,True,straight,white,high_school,northeast
1353,Somewhat masculine,Not too important,employed,False,straight,white,college_graduate,west
1354,Very masculine,Somewhat important,employed,False,straight,white,college_graduate,west
1355,Somewhat masculine,Not too important,employed,False,straight,white,high_school,midwest
1356,Somewhat masculine,Somewhat important,employed,True,straight,white,high_school,southeast
1357,Somewhat masculine,Not at all important,employed,True,straight,white,graduate,midwest
1358,Somewhat masculine,Not at all important,employed,False,straight,white,high_school,northeast
1359,Somewhat masculine,Somewhat important,employed,True,straight,white,high_school,midwest
1360,Very masculine,Somewhat important,not_employed,True,straight,white,college_graduate,midwest
1361,Very masculine,Not at all important,employed,True,straight,not_white,high_school,west
1362,Very masculine,Somewhat important,employed,True,straight,white,graduate,southeast
1363,Not at all masculine,Not at all important,employed,False,not_straight,not_white,high_school,southeast
1364,Very masculine,Not at all important,not_employed,True,straight,white,college_graduate,northeast
1365,Somewhat masculine,Somewhat important,employed,True,straight,white,college_graduate,midwest
1366,Somewhat masculine,Somewhat important,not_employed,False,straight,white,high_school,southeast
1367,Very masculine,Not at all important,employed,True,straight,white,graduate,west
1368,Somewhat masculine,Not too important,employed,True,straight,white,high_school,southeast
1369,Very masculine,Not too important,employed,True,straight,not_white,graduate,southwest
1370,Not very masculine,Not at all important,employed,False,not_straight,white,college_graduate,west
1371,Very masculine,Not too important,not_employed,True,straight,white,college_graduate,southwest
1372,Very masculine,Somewhat important,employed,True,straight,white,graduate,west
1373,Very masculine,Not too important,employed,True,straight,white,graduate,northeast
1374,Not at all masculine,Not at all important,no_answer,False,straight,not_white,high_school,southwest
1375,Somewhat masculine,Not too important,employed,True,straight,not_white,college_graduate,southwest
1376,Somewhat masculine,Not too important,employed,False,straight,white,high_school,southwest
1377,Very masculine,Not at all important,not_employed,False,straight,not_white,graduate,midwest
1378,Very masculine,Somewhat important,employed,True,straight,white,graduate,southeast
1379,Somewhat masculine,Not at all important,employed,False,not_straight,white,high_school,southeast
1380,Somewhat masculine,Not too important,not_employed,False,straight,not_white,high_school,west
1381,Somewhat masculine,Not at all important,not_employed,True,no_answer,not_white,high_school,southeast
1382,Very masculine,Not too important,employed,False,not_straight,white,college_graduate,midwest
1383,Somewhat masculine,Not too important,employed,False,straight,white,high_school,northeast
1384,Not at all masculine,Not too important,not_employed,False,straight,white,graduate,southeast
1385,Very masculine,Somewhat important,employed,False,straight,not_white,college_graduate,northeast
1386,Very masculine,Somewhat important,employed,True,straight,not_white,graduate,southwest
1387,Very masculine,Very important,employed,True,straight,white,college_graduate,midwest
1388,Very masculine,Very important,employed,True,straight,not_white,college_graduate,southeast
1389,Very masculine,Not at all important,not_employed,False,straight,white,college_graduate,west
1390,Very masculine,Not too important,employed,False,straight,white,high_school,southwest
1391,Somewhat masculine,Somewhat important,employed,False,straight,not_white,college_graduate,northeast
1392,Somewhat masculine,Not too important,employed,True,straight,white,high_school,west
1393,Somewhat masculine,Somewhat important,employed,False,not_straight,white,high_school,midwest
1394,Very masculine,Not too important,employed,True,straight,white,high_school,west
1395,Very masculine,Not too important,employed,True,straight,white,college_graduate,west
1396,Very masculine,Very important,employed,True,straight,white,graduate,southeast
1397,Somewhat masculine,Somewhat important,employed,True,straight,white,college_graduate,midwest
1398,Not very masculine,Not at all important,employed,True,straight,not_white,high_school,southeast
1399,Somewhat masculine,Somewhat important,employed,True,straight,white,graduate,northeast
1400,Somewhat masculine,Somewhat important,employed,True,straight,white,graduate,midwest
1401,Very masculine,Very important,not_employed,True,straight,white,high_school,southwest
1402,Very masculine,Somewhat important,not_employed,True,straight,white,high_school,southeast
1403,Somewhat masculine,Not too important,not_employed,False,not_straight,not_white,college_graduate,west
1404,Very masculine,Somewhat important,employed,False,straight,white,graduate,midwest
1405,Very masculine,Somewhat important,employed,True,straight,white,college_graduate,southeast
1406,Very masculine,Not at all important,not_employed,True,straight,white,high_school,midwest
1407,Somewhat masculine,Not too important,employed,False,not_straight,white,high_school,midwest
1408,Very masculine,Somewhat important,employed,True,straight,white,high_school,southwest
1409,Not at all masculine,Not at all important,not_employed,True,not_straight,white,graduate,northeast
1410,Somewhat masculine,Not too important,employed,True,straight,white,college_graduate,midwest
1411,Somewhat masculine,Somewhat important,not_employed,True,straight,white,college_graduate,southwest
1412,Somewhat masculine,Somewhat important,employed,True,straight,white,graduate,midwest
1413,Very masculine,Somewhat important,not_employed,True,straight,white,graduate,southwest
1414,Somewhat masculine,Somewhat important,employed,True,straight,white,college_graduate,southwest
1415,Very masculine,Very important,employed,True,not_straight,white,graduate,southwest
1416,Somewhat masculine,Somewhat important,employed,False,straight,white,high_school,southeast
1417,Somewhat masculine,Not at all important,employed,True,straight,white,graduate,southwest
1418,Somewhat masculine,Not too important,employed,True,not_straight,white,graduate,midwest
1419,Very masculine,Not too important,employed,True,straight,white,college_graduate,midwest
1420,Somewhat masculine,Not too important,not_employed,False,straight,not_white,high_school,southwest
1421,Somewhat masculine,Somewhat important,employed,True,straight,white,college_graduate,northeast
1422,Somewhat masculine,Not too important,employed,False,not_straight,white,college_graduate,midwest
1423,Somewhat masculine,Somewhat important,employed,True,straight,white,graduate,southeast
1424,Somewhat masculine,Not at all important,employed,True,straight,white,no_high_school,midwest
1425,Somewhat masculine,Not too important,employed,False,straight,white,graduate,northeast
1426,Somewhat masculine,Not too important,employed,False,straight,white,college_graduate,midwest
1427,Very masculine,Not at all important,employed,True,straight,white,college_graduate,west
1428,Very masculine,Very important,employed,True,straight,not_white,high_school,west
1429,Very masculine,Somewhat important,not_employed,True,straight,not_white,college_graduate,southeast
1430,Somewhat masculine,Somewhat important,not_employed,True,straight,white,college_graduate,midwest
1431,Very masculine,Very important,employed,True,straight,not_white,college_graduate,southeast
1432,Very masculine,Very important,employed,False,straight,white,college_graduate,northeast
1433,Very masculine,Very important,employed,True,straight,not_white,high_school,west
1434,Not very masculine,Not too important,employed,True,straight,white,high_school,west
1435,Somewhat masculine,Somewhat important,not_employed,False,straight,white,high_school,midwest
1436,Very masculine,Very important,employed,False,straight,not_white,high_school,west
1437,Not very masculine,Not too important,employed,True,not_straight,white,college_graduate,midwest
1438,Somewhat masculine,Somewhat important,not_employed,True,straight,white,high_school,southwest
1439,Somewhat masculine,Not too important,not_employed,False,straight,white,college_graduate,southeast
1440,Somewhat masculine,Not too important,not_employed,True,straight,white,high_school,west
1441,Somewhat masculine,Not too important,employed,True,straight,white,college_graduate,midwest
1442,Somewhat masculine,Not too important,employed,False,straight,white,college_graduate,southwest
1443,Somewhat masculine,Somewhat important,employed,False,not_straight,not_white,graduate,northeast
1444,Very masculine,Not too important,not_employed,False,not_straight,white,high_school,west
1445,Somewhat masculine,Not too important,not_employed,True,straight,white,high_school,southwest
1446,Not at all masculine,Not at all important,employed,False,straight,white,college_graduate,northeast
1447,Very masculine,Not too important,employed,False,straight,white,graduate,northeast
1448,Somewhat masculine,Very important,not_employed,True,straight,white,graduate,midwest
1449,Very masculine,Somewhat important,employed,True,straight,white,college_graduate,southeast
1450,Somewhat masculine,Somewhat important,not_employed,True,straight,white,college_graduate,northeast
1451,Somewhat masculine,Somewhat important,employed,False,straight,white,college_graduate,west
1452,Very masculine,Not too important,employed,True,straight,white,graduate,west
1453,Somewhat masculine,Not too important,employed,True,straight,not_white,high_school,midwest
1454,Very masculine,Somewhat important,employed,False,straight,white,high_school,west
1455,Somewhat masculine,Somewhat important,employed,False,straight,not_white,high_school,northeast
1456,Very masculine,Very important,not_employed,False,not_straight,not_white,high_school,northeast
1457,Not very masculine,Somewhat important,not_employed,False,straight,white,college_graduate,west
1458,Not very masculine,Not too important,employed,True,straight,white,high_school,west
1459,Somewhat masculine,Not too important,employed,True,straight,white,high_school,midwest
1460,Very masculine,Not at all important,employed,False,straight,white,college_graduate,southwest
1461,Not very masculine,Somewhat important,employed,False,straight,white,college_graduate,west
1462,Very masculine,Not too important,employed,False,straight,white,college_graduate,midwest
1463,Somewhat masculine,Not at all important,not_employed,False,straight,white,college_graduate,midwest
1464,Very masculine,Not too important,employed,True,straight,white,college_graduate,midwest
1465,Very masculine,Somewhat important,employed,False,straight,white,college_graduate,northeast
1466,Somewhat masculine,Not too important,employed,False,straight,white,graduate,midwest
1467,Very masculine,Very important,employed,True,straight,white,graduate,northeast
1468,Not very masculine,Not too important,employed,False,straight,white,high_school,southwest
1469,Somewhat masculine,Somewhat important,employed,True,straight,white,graduate,southwest
1470,Somewhat masculine,Not too important,employed,True,straight,not_white,high_school,west
1471,Very masculine,Very important,employed,True,straight,white,college_graduate,midwest
1472,Very masculine,Not too important,not_employed,True,straight,white,graduate,southwest
1473,Very masculine,Somewhat important,not_employed,True,straight,white,graduate,southwest
1474,Somewhat masculine,Somewhat important,employed,False,straight,white,high_school,midwest
1475,Somewhat masculine,Somewhat important,employed,True,straight,not_white,high_school,west
1476,Very masculine,Very important,employed,True,straight,white,college_graduate,midwest
1477,Very masculine,Somewhat important,employed,False,not_straight,white,college_graduate,southeast
1478,Somewhat masculine,Somewhat important,employed,True,straight,white,college_graduate,southeast
1479,Somewhat masculine,Somewhat important,employed,True,straight,white,graduate,northeast
1480,Somewhat masculine,Not too important,employed,True,straight,white,graduate,northeast
1481,Not at all masculine,Not at all important,employed,False,straight,not_white,high_school,southeast
1482,Somewhat masculine,Not too important,employed,False,straight,not_white,high_school,southeast
1483,Somewhat masculine,Very important,employed,False,straight,white,graduate,midwest
1484,Not very masculine,Not at all important,employed,True,straight,white,college_graduate,west
1485,Very masculine,Not too important,not_employed,False,straight,white,college_graduate,southeast
1486,Somewhat masculine,Not at all important,employed,False,straight,white,college_graduate,midwest
1487,Very masculine,Very important,not_employed,False,not_straight,not_white,high_school,west
1488,Somewhat masculine,Not too important,not_employed,True,straight,white,no_high_school,southeast
1489,Somewhat masculine,Somewhat important,employed,True,straight,white,graduate,west
1490,Somewhat masculine,Somewhat important,not_employed,True,straight,white,high_school,midwest
1491,Somewhat masculine,Somewhat important,not_employed,True,straight,white,college_graduate,midwest
1492,Not very masculine,Somewhat important,not_employed,False,not_straight,white,high_school,southeast
1493,Very masculine,Not too important,employed,False,straight,white,high_school,midwest
1494,Very masculine,Not too important,employed,True,straight,white,graduate,southeast
1495,Somewhat masculine,Not at all important,employed,False,not_straight,white,graduate,midwest
1496,Not very masculine,Not at all important,employed,False,straight,not_white,college_graduate,southwest
1497,Somewhat masculine,Somewhat important,not_employed,False,straight,white,high_school,southeast
1498,Very masculine,Not too important,employed,True,straight,white,college_graduate,southeast
1499,Not very masculine,Not too important,not_employed,False,straight,white,high_school,northeast
1500,Somewhat masculine,Somewhat important,employed,True,straight,white,high_school,southeast
1501,Somewhat masculine,Somewhat important,employed,True,not_straight,white,college_graduate,southeast
1502,Somewhat masculine,Not too important,employed,True,straight,white,graduate,midwest
1503,Very masculine,Not too important,employed,True,straight,white,high_school,southeast
1504,Somewhat masculine,Not at all important,not_employed,False,not_straight,white,high_school,southeast
1505,Somewhat masculine,Somewhat important,not_employed,True,straight,white,high_school,southeast
1506,Somewhat masculine,Not too important,employed,True,straight,white,graduate,northeast
1507,Not very masculine,Not too important,employed,True,straight,white,college_graduate,midwest
1508,Not at all masculine,Not at all important,employed,True,straight,white,high_school,southeast
1509,Very masculine,Very important,not_employed,True,straight,white,high_school,midwest
1510,Not very masculine,Not too important,not_employed,True,straight,white,graduate,southeast
1511,Somewhat masculine,Very important,not_employed,True,straight,white,graduate,midwest
1512,Somewhat masculine,Somewhat important,employed,True,straight,white,college_graduate,midwest
1513,Very masculine,Very important,employed,True,straight,not_white,high_school,northeast
1514,Somewhat masculine,Somewhat important,employed,False,straight,white,college_graduate,southeast
1515,Somewhat masculine,Not too important,employed,False,straight,white,graduate,northeast
1516,Very masculine,Somewhat important,employed,False,straight,not_white,college_graduate,midwest
1517,Very masculine,Somewhat important,employed,True,no_answer,white,high_school,midwest
1518,Somewhat masculine,Somewhat important,not_employed,True,straight,white,college_graduate,west
1519,Very masculine,Very important,employed,True,straight,white,college_graduate,midwest
1520,Somewhat masculine,Very important,employed,False,straight,white,high_school,west
1521,Very masculine,Very important,employed,False,straight,white,graduate,midwest
1522,Very masculine,Not too important,not_employed,True,straight,white,high_school,southeast
1523,Somewhat masculine,Not too important,not_employed,True,straight,white,high_school,midwest
1524,Somewhat masculine,Somewhat important,not_employed,True,not_straight,white,graduate,northeast
1525,Not very masculine,Not too important,employed,True,not_straight,white,graduate,west
1526,Somewhat masculine,Somewhat important,not_employed,True,straight,white,graduate,midwest
1527,Very masculine,Not too important,not_employed,False,straight,white,high_school,southeast
1528,Very masculine,Very important,not_employed,False,straight,white,college_graduate,west
1529,Very masculine,Not too important,employed,False,straight,white,college_graduate,midwest
1530,Somewhat masculine,Not at all important,employed,True,straight,white,college_graduate,midwest
1531,Very masculine,Not too important,not_employed,True,straight,white,graduate,midwest
1532,Very masculine,Somewhat important,not_employed,False,straight,white,college_graduate,midwest
1533,Somewhat masculine,Not too important,not_employed,True,straight,white,college_graduate,midwest
1534,Not very masculine,No answer,not_employed,False,not_straight,white,college_graduate,southwest
1535,Somewhat masculine,Not too important,employed,False,straight,white,graduate,southwest
1536,Somewhat masculine,Not too important,employed,False,straight,white,high_school,midwest
1537,Somewhat masculine,Somewhat important,employed,True,straight,white,graduate,southeast
1538,Very masculine,Very important,not_employed,True,straight,white,college_graduate,midwest
1539,Somewhat masculine,Not too important,employed,False,straight,not_white,high_school,northeast
1540,Somewhat masculine,Not too important,not_employed,False,straight,not_white,high_school,southwest
1541,Somewhat masculine,Not too important,not_employed,True,straight,white,graduate,southwest
1542,Somewhat masculine,Not at all important,employed,False,straight,not_white,high_school,northeast
1543,Very masculine,Not too important,not_employed,True,straight,white,college_graduate,west
1544,Somewhat masculine,Not too important,employed,True,straight,white,high_school,midwest
1545,Somewhat masculine,Somewhat important,employed,True,straight,white,graduate,midwest
1546,Somewhat masculine,Not too important,employed,True,straight,white,graduate,midwest
1547,Somewhat masculine,Not too important,employed,True,straight,not_white,high_school,west
1548,Somewhat masculine,Somewhat important,not_employed,False,straight,white,college_graduate,west
1549,Somewhat masculine,Somewhat important,not_employed,False,straight,not_white,college_graduate,northeast
1550,Very masculine,Somewhat important,not_employed,True,straight,white,high_school,midwest
1551,Very masculine,Somewhat important,not_employed,True,straight,white,college_graduate,southwest
1552,Somewhat masculine,Not too important,employed,False,straight,white,high_school,midwest
1553,Very masculine,Somewhat important,employed,False,straight,not_white,high_school,west
1554,Somewhat masculine,Very important,employed,True,straight,white,graduate,southeast
1555,Somewhat masculine,Not too important,employed,True,straight,white,graduate,southeast
1556,Somewhat masculine,Not too important,employed,False,not_straight,white,college_graduate,northeast
1557,Very masculine,Somewhat important,employed,True,straight,not_white,high_school,west
1558,Somewhat masculine,Not too important,employed,True,straight,white,high_school,southwest
1559,Somewhat masculine,Somewhat important,employed,False,straight,white,graduate,northeast
1560,Somewhat masculine,Not too important,employed,True,straight,white,high_school,midwest
1561,Somewhat masculine,Somewhat important,employed,True,straight,white,high_school,southeast
1562,Somewhat masculine,Not at all important,employed,True,straight,white,graduate,west
1563,Somewhat masculine,Not too important,employed,False,straight,white,graduate,southwest
1564,Somewhat masculine,Not at all important,employed,False,straight,white,college_graduate,midwest
1565,Not very masculine,Not too important,not_employed,False,not_straight,not_white,high_school,west
1566,Somewhat masculine,Somewhat important,employed,False,straight,white,high_school,northeast
1567,Somewhat masculine,Not too important,employed,False,not_straight,white,graduate,midwest
1568,Very masculine,Somewhat important,employed,False,straight,not_white,high_school,west
1569,Somewhat masculine,Somewhat important,employed,True,straight,white,college_graduate,southwest
1570,Somewhat masculine,Not too important,employed,True,straight,white,graduate,southwest
1571,Not at all masculine,Somewhat important,employed,True,straight,white,no_high_school,southeast
